timestamp,symbol,side,price,amount,profit,duration
2025-08-16T07:46:00,SOL-USD,sell,188.95,0.5349596105494036,1.0806184133097854,3660.0
2025-08-16T08:05:00,ADA-USD,sell,0.9589,104.64629552113855,0.34533277521975403,2400.0
2025-08-16T08:23:00,ADA-USD,buy,0.9622,103.92849719393057,,
2025-08-16T08:40:00,ADA-USD,sell,0.9589,103.92849719393057,-0.34296404073997927,1020.0
2025-08-16T09:14:00,SOL-USD,buy,188.18,0.5314061005420342,,
2025-08-16T09:17:00,SOL-USD,sell,187.98,0.5314061005420342,-0.1062812201084159,180.0
2025-08-16T10:48:00,SOL-USD,buy,186.41,0.5364519070865297,,
2025-08-16T11:06:00,ADA-USD,buy,0.91,109.89010989010988,,
2025-08-16T11:33:00,ADA-USD,sell,0.9103,109.89010989010988,0.03296703296702933,1620.0
2025-08-16T11:42:00,SOL-USD,sell,186.86,0.5364519070865297,0.2414033581889475,3240.0
2025-08-16T12:12:00,ADA-USD,buy,0.9088,110.03521126760563,,
2025-08-16T12:28:00,ADA-USD,sell,0.9038,110.03521126760563,-0.5501760563380287,960.0
2025-08-16T12:31:00,ADA-USD,buy,0.9104,109.84182776801406,,
2025-08-16T12:31:00,SOL-USD,buy,186.55,0.5360493165371214,,
2025-08-16T12:49:00,SOL-USD,sell,186.0,0.5360493165371214,-0.2948271240954229,1080.0
2025-08-16T12:52:00,SOL-USD,buy,186.27,0.5368551028077522,,
2025-08-16T13:32:00,ADA-USD,sell,0.9185,109.84182776801406,0.8897188049209134,3660.0
2025-08-16T13:50:00,SOL-USD,sell,187.27,0.5368551028077522,0.5368551028077522,3480.0
2025-08-16T14:25:00,SOL-USD,buy,187.55,0.5331911490269261,,
2025-08-16T15:26:00,SOL-USD,sell,189.36,0.5331911490269261,0.9650759797387375,3660.0
2025-08-16T17:26:00,SUI-USD,buy,3.7582,26.60848278431164,,
2025-08-16T17:30:00,SUI-USD,sell,3.7557,26.60848278431164,-0.06652120696077768,240.0
2025-08-16T17:34:00,SOL-USD,buy,187.79,0.532509718302359,,
2025-08-16T17:43:00,SOL-USD,sell,187.58,0.532509718302359,-0.11182704084348451,540.0
